"","content","rating","date"
"239","I loved this show so much i have watched it 2 time from beginning to end of season 19 and enjoyed it every time.but it has changed so much since S20 it's like show's creators purposefully trying to make it bad or they are in a hurry to end the show.from good plot and good humor with complete relevance to the show's plot(usually people's issues and problems) to best facial expressions and voice and move subtleties , this show had every thing.it was both funny and serious at the same time so you wanted to pay attention to every word.now it is all yelling and repeating a joke over and over without a specific purpose.like Al Gore or manberpig.this was my personal opinion and i know many will not agree with me.sorry for my english speaking.","8","14 December 2018"
"240","I dont know what to say but this is the best show ive ever seen!","10","10 March 2021"
"241","I flat out love this show so much. The jokes are 95% of the time hilarious, 4.9% funny, and 0.1% flat. Which means that the show probably only has one flat joke per season. The animation is very simple, but that adds charm to it. It's like ""Charlie Brown"" only very vulgar. Many people decide to skip the show without ever seeing based on how they think it's to juvenile. Yes the show is very violent, and very dirty, but the jokes in the show can still be hilarious without much vulgarity. My mother always laughs at South Park for its real jokes that are very funny. The first seasons of South Park were vulgar, but didn't have a lot of brain to back it up. It was charming, but not very bright. Then it started to get much smarter with its jokes. The dialogue got sharper, and the jokes got smarter. I really don't think that this show should be limited to one group of people. I believe that it can appreciated by many different age groups for its smart humor. Sure my grandmother wouldn't like the vulgar stuff, but behind that is genius that anyone can appreciate. The characters in the show are all likable, and hilarious. The four main characters are Kyle, Stan, Kenny, and Cartman. Kyle is the the smartest, and finds the morals to the issue that is happening in the show. Stan is the leader of the group. Most episodes are mainly about him. He is the one who feels like he is in the center of the mess he and his friends gets into in an episode. Kenny is the unfortunate one. He always can be found dieing in the show. He never shows his face, and never speaks a clear word due to his coat covering up most of his face. Then there is Cartman. Like Homer to ""The Simpsons"" Cartman is the most beloved character on the show. He is a racist, Jew-hating, jerk. He always insults people, and does horrible things. Despite this Kyle, Stan, and Kenny still are friends with him, but often insult him for being such a jerk. That is the same with his fans. He is a very unlikeable jerk that you just love to watch. He acts so awful, and does such horrible things, but you love him. It's not easy to explain why he is so likable despite being unlikeable. Cartman is an icon in animation, and is is definitely one of my favorite characters on the show. Then there is many likable minor characters. There is Stan's parents, Kyle's parents, Cartman's mom, Mr. Slave, Chef, Bebe, Token, Towelie, Ike, Mr. Garrison, and many more. They are all very likable, but the best by far is Butters. He is one of the most innocent characters in TV history. He is so innocent, but is surrounded by the chaos of everyday life in South Park. That makes him my favorite character in the show. Cartman is a close second, but Butters innocence is just so likable. He doesn't ever want to anger anyone, and doesn't usually understand when he is being tricked. His innocence mixed with the cruel world Butters lives in equals pure genius. Overall South Park is one of the best shows on TV. If you haven't seen it watch it now.","10","12 August 2010"
"242","This show is the best adult cartoon I've ever seen.","10","11 April 2021"
"243","Sure, it's dark, crude, aggressive. But it is also topical, intelligent and insightful in its messages. But it is certainly not for everyone. If you are not an easily offended person, check this out and you will become a better person just from watching! Thank you, Trey Parker and Matt Stone!","10","2 December 2019"
"244","Sadly, matt and trey have no original story ideas anymore like they did in earlier seasons. They rely 100% on pop culture references, politics, media, and current events to keep their show going. It shows they aren't savvy writers like most other Hollywood writers are. If they didn't have that huge crutch to lean on, this show would've crumbled a long LOOOOOOOOONG time ago. I do commend the guy's dumb luck to keep a show going for over 20 years based solely on pop culture references. But it's way more entertaining to watch a show with fresh, original ideas and stories, than a show that just regurgitates what's going on in the media every episode. That formula has gotten old...like this show. Be original again.","1","24 August 2019"
"245","Honestly, there have been times I've LOL'ed at this show then cringed other times. Not because I'm offended, but just because the jokes are so ignorant and misinformed. Watcher beware!","6","15 March 2019"
"246","Just watch it and especially watch the non pc originalsand rest in peace Macon","10","17 August 2020"
"247","South Park is a cartoon with a baudy, tasteless attitude.  The animation is terrible, it's full of crudeness, but in the end it makes people laugh.  I mean the antics are very funny and the four main characters are... ""creative"".  Then there's Kenny, the accident prone person, and the Cartman, the big fata**.  It's a show that makes you laugh out loud.  But I recommend it for only adults, not children.",NA,"3 June 1999"
"248","Watching recently made episodes of ""South Park"" makes me somewhat depressed because I see how far the show has fallen in terms of quality.I have watched ""South Park"" since I was about 9 years old. I remember on Wednesday nights, my Mother and I would stay up together for new episodes. I could not get enough of it! I remember gasping for air, falling off my couch when I watched the pilot episode ""Cartman Gets an Anal Probe."" It was absolutely hysterical and had a great balance of irreverence with its unique humor. It was pioneering animated comedy shows. I remember going to see the movie, ""South Park: Bigger, Longer & Uncut,"" when I was 10 with my parents, and still count the movie as one of the greatest achievements not just in animation or musical history, but in all of film history (by the way Phil Collins did not deserve that Oscar).Today though, I feel I can afford to miss out on recent episodes because I feel I am not missing anything.I don't know what's wrong with the show but it fell overboard sometime during season 8. The whole eighth season was by and large a great success, giving ""South Park"" viewers great episodes like ""Goobacks,"" ""Stupid Spoiled Whore Video Playset,"" and ""Woodland Critter Christmas."" However, there were one or two episodes that fell way short of my expectations as I did not even chuckle under my breath during the entire episode. The same goes for the ninth season: for the most part very funny, but it was blemished by very sub-par episodes here and there. Things really went downhill with the tenth season. Some of the worst episodes ever made by Matt and Trey were made during this time (""Make Love, Not Warcraft"" definitely not being one of them). There are episodes that really detract from the ""South Park"" legacy from the eighth season to the present season (season 12).In short, ""South Park"" should take the advice of, ""If it isn't broken, don't fix it."" Return the early episodes where it wasn't so much about social commentary and stop being so overtly preachy. I hope that this happens, otherwise many faithful viewers will feel shortchanged by the declining quality of a show that owes it to its fans that it became such a classic and a milestone in animated comedy history.","5","26 March 2008"
"249","South Park has developed into nothing short of a masterpiece.While the first few seasons seemed to rely mostly on shock humor and running gags, the show has turned into a brilliantly written 30 minute political cartoon of sorts, lampooning everything from the president to Rob Schneider.But let's not forget the characters and the show itself. The main four are definite entities, and I wholly believe that as angry as you may get at Cartman, he embodies that little selfish voice in our heads, the one that makes horridly tasteless and offensive jokes that we try to suppress. Cartman merely brought it out into view.Trey and Matt could be some of the smartest people working in television now. Do they use crude humor? Of course, but note HOW it's used. It's not just thrown in there, it always has a purpose. This is one of the few instances where low-brow humor is done well and intelligently. I hate to mention another show, but their other effort That's My Bush was another illustration of their intelligence. Rather than do the obvious and lampoon just Bush, it became a parody of sitcoms, with Bush being the lovably goofy husband. I consider it one of the best comedies ever made along with the short-lived 'Police Squad!' series.Anyway, I'm getting wordy. Simply put, watch the show. It's amazing.",NA,"19 March 2004"
"250","South Park was a great, great show back in the day. Its satirical, clever humour, its hidden gags, its characters. This was a show ingeniously constructed and was far and away the best cartoon back in the day. Seasons 1-6 are the best in my opinion, that was when the stories were at their peak and the jokes were most fresh. Personal favourites were ""Pip"", ""Cartman's Silly Hate Crime"" and ""The New Terrence And Phillip Movie Trailer"".Seasons 7-11 were watchable, but lacked that definitive edge that the first 6 seasons had. After Season 13 finished, I stopped watching; the show had gotten too ridiculous with its plots and the show had lost a lot of its humour.I feel the reason why South Park went on a steady decline when the 6th season finished was not down to lack of ideas or originality in their episodes, it was down to character development. Cartman was affected the worst; in the earlier seasons he was a spoilt, cynical egotistical character that was the center of all jokes in the show. He was a brilliant character and whenever he spoke, you could guarantee that a joke was soon to follow. Slowly though, he transformed from this childlike character to this evil, spiteful character that had a lack of apathy for his friends and the other South Park residents. I also did not like the replacement of Pip Pirrup. Pip was a great character and had a lot more potential that his replacement, Butters. Pip was my favourite character in the show; he was a caring, happy-go-lucky character that also possessed a mean streak when taunted by another character. He was a very solid, dimensional character and his presence drew in an international audience and I'm still confused to this day why he was pretty much ostracized from the show. Butters is a weak, generic character who offers little in terms of plot development or storyline. I also don't like how they pushed Kenny out of the main gang as well, he was a great character in his own right, a fearless, brave character who is willing to fight for his friends; the juxtaposition of the gutless Butters. Giving good characters such as Officer Barbrady, Mr Mackay, Big Gay Al, Chef, Jimbo and Ned less air time and promoting characters such as Randy Marsh (the most overrated character in the show) was also a big mistake.Overall, the first six seasons are easily a 10/10, but the ones after are less funny and have weaker story lines, which is why I give this a 7/10.","7","7 October 2014"
"251","Out of all the adult cartoon shows I've seen, this is by far the best out of them all. I mean, they aren't like Family Guy whom Family Guy looks like an adult cartoon show that wants kids to watch it. In fact, Family Guy is more of a show based on a family with happy lives, not very much dysfunctional. Wow, there's Peter, he's dumb. But in South Park, everyone is dysfunctional and odd, especially the Broflovski family. Their jokes are unique, also, they can turn a clever lame insult used by a normal eight year old into something funny, like the secret sauce of a Big Mac. That's like a metaphor.Stan Marsh, my favorite character. He's pretty mature for his age and mostly the leader of the four boys; Cartman, Kyle, Stan, Kenny. Example, when they wanted to play cops and they became Junior detectives and had to do it seriously. Stan Marsh was in on most of that. Reminds me of Tommy from Rugrats, except he's not stupid.I recommend this television show for anyone who's mature enough to watch it. Although, I do know some kids who watch this show. They're mature to watch and and actually don't light their farts on fire.","10","24 July 2007"
"252","When ""South Park"" hit the scene in '97 I was all in. I watched it faithfully for a few years, then off and on after that. I couldn't stomach it anymore when they did the Christmas poo. It's weird how some things we can watch no problem and then other things really rub us the wrong way. Well, it had already been going that direction for me for a while anyway. It could've been the show, or it could've been me evolving and maturing. Either way, after the Christmas poo episode I was done.","5","17 February 2022"
"253","South Park could well be called the most ingenious television series of the nineties. The thing about the show that most people don't see, is that South Park shouldn't offend anyone, as it only shows us people what we see, but is afraid to say that we do. Yet, it's still shocking, and is most definitely not for everyone. But if you're looking for a good, filthy laugh, Watch South Park!",NA,"25 February 2001"
"254","South Park, the cheapest animation meets social and political satire made to deliver. So, why is it that it's not popular? Wait, who am I kidding? It totally is!!! That's right, this is, next to ""Drawn Together"", CC's most popular a viewed animated television series. Heck, it could even be the most popular show on the channel! It's not for kids, despite it's innocent look. It's also not for the easily offended, easily disgusted, grumps, or Oprah Winfred. Why? Well, firstly, it's VERY adult-related humor. Secondly, it is in no way innocent or for children. Not just because of the mature language and situations, but also because it is not something children should understand. The only flaw in it is that over time, the series has changed. Characters have become smarter and dumber, environments have expanded, and Stan learned not to puke as much. However, it's a rather normal thing for TV shows to do, so I shan't complain. What I will say is ""keep up the great work""!","10","18 August 2013"
"255","When I started to watch South Park I would tape it, preview it, and censor out the parts I thought too hot for my 9 year old daughter.. Then I realized I was doing more harm then letting her watch the whole thing & fielding questions as they arose. I feel it can be a positive experience! The kids are going to watch it anyway (at a friend's house if not at your own)... why not watch it with them and have some control/comment over what they see!I get sick when I am flipping through the channels and see show after show with a guy (usually a cop or a black man) aiming a gun at someone. Like Lenny Bruce, give me a stag film any day. Long live South Park!",NA,"2 July 1999"
"256","A bawdy show, yet just so absolutely plainly purely and brazenly ridiculous as to be just that funny.A particular episode was #205 where the South Park Cows went to China to face the Chinese national Team for the world volleyball championship, which the Cows won BTW. A segment in that where the Chinese Play by Play callers were doing their imitayions of Americans. The one announcer trying to do ""Yall come back now ya hear?"" ----- well , being from Georgia as I am, I'm not as offended as you may believe, for it's just as I stated, so purely and totally ridiculous as to be just that funny!",NA,"12 August 2000"
"257","This show might seem like a offensive, crude take on society (which it is) but it is genius in some parts. I love Cartman and Butters and Randyyyy... yayaya","10","18 April 2020"
"258","There are few shows that can catch you off guard: South Park and Two and a Half Men (who I will write about next) fill the bill PERFECTLY!! I was watching it a few nights ago when one brief aside happened. In shop class, you see two kids only from the back in front of the teacher. One tells the teacher that the other got his face stuck in the belt sander again. In the blink of an eye you see the other kid's face which is totally blank. No eyes, nose , or mouth. Unfortunately, that came on right when I was taking a drink from a mai tai and it came out my nose.I gets deeply into current events by way of social satire and comments on public figures, which, I assume, is why Paris Hilton, Mel Gibson, Stevie Nicks, Bill Clinton, Tom Cruise, Wal-Mart, the Mormons, etc., can't sue their asses off.I don't get Comedy Central so I watch them on reruns or DVD sets (thanks, I've spent $400 on them) and can't wait to see what they do with Obama.....lol!!","10","3 July 2009"
"259","Knowing how highly i put the Chaser on my list, you won't be surprised i think this is one of animations all time classics. The plot involves (for those still unaware) four young boys and Butters. Kyle, Stan, Cartman and Kenny all have distinct styles and ways of reacting to a situation, as do their parents, teachers and odd religious leaders about them. Amid the numerous jokes and satires on Creationism, Christianism, Scientoligy etc the four just want to play their video games and go to their arcade. But always something tries to intervene with them and they battle their way to the object of their dreams, whether it be a Nintendo Wii or uncovering the truth behind some horrid rumour. The jokes don't get old, as with The Simpsons and Family Guy, and the style of animation helps to simplify it just so that it becomes almost painfully obvious what each character is thinking. The hardly animated legs and barely moving arms let the face do all the talking, which, after all, is what it's meant to do.","10","7 June 2007"
"260","One day, my little 6 year old was looking for cartoons on television, while I was looking through the refridgerator for something to eat. I saw these badly animated characters on the TV, and he watched it. I thought he would be OK so I went inside my room to eat and watch TV. When I was done, I came back in the kitchen to throw out the paper plate. Then my son came up to me and said, ""Holy S***, you killed Kenny!."" I asked him, ""What did you say?!"" I wondered where he got that kind of language because I never cuss around him, or watch bad television around him. He pointed to the TV and I saw the same badly animated kids cussing left and write. I ran over and turned it off. I told him he can never watch it agian. I had to put a block on Comedy Central, and I regret that since I watch SNL sometimes. It had to be done, I don't want him using that language around my parents, his school, or anything else. They will think I am a bad parent. I really don't even think this should be on TV. My son doesn't cuss anymore and had to teach him not to. I really regret leaving him in the living room alone with that crap on....",NA,"20 July 2003"
"261","I loved the older South Park episodes where it was less about political commentary and more about the humor, Cartman being a psychopath or Randy being Randy. In the newer ones, however, they have shifted their attention from the personality defects of the leading comedic characters towards storytelling and society issues. I respect their decision but they lost me on the way. I don't watch hours and hours of a show just to get the political commentary of the creators, I want to be entertained.","10","18 July 2019"
"262","This cartoon has been on the air ever since i was in elementary school, my older sister use too watch this a lot back in the day and thats when I got hooked on it. well, South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent bizarre occurrences. The show grew out of short film that Trey Parker and Matt Stone created called The Spirit of Christmas. The show's main characters; Cartman, Kyle, Stan and Kenny are all able to bring a certain charm to the show. Whether it's Kenny's many deaths, Cartman and Kyle's rivalry or even just Stan's normality! The supporting characters are just as good too, and the antics the boys get caught up in are almost always hilarious. However the older episodes are way better than the newer ones, the newer ones suck big time I've noticed they changed the style of the humor and made it more childish rather than have a point to it, like the older ones did. A lot of people i know who use too watch this a lot like me back in the day don't watch it anymore and I don't blame them.","6","13 October 2012"
"263","I'm not going to lie, South Park is one of my favourite shows on TV. It is testament to the talent of Parker and Stone that after all these years their show has remained just as funny, intelligent and completely up-to-date on serious issues. The last two season before this one may have been a little rough with many fans speculating that season 21 would be the last fully serialised season of the show as it appeared that the duo were not able to reach the highs of season 19 again.season 22 has brought new life in to the series however by managing to keep continuity with previous episodes while moving in a more episodic direction. The episodes themselves seem to have a theme about speaking out against something that is wrong and not allowing yourself to become bored and desensitised to the real issues, a topic that South Park is no stranger to covering. However this season also takes time to analyse the show itself form small fan complaints such as the mistreatment of Kenny in later seasons or the lack of episodes centring on the four main charters together to the much larger issues surrounding the shows contribution to the attitude of ignoring real issues.Season 22 still features the trademark gross-out humour of the show, the final two part episode featuring one of the more horrific scenes in the shows run, but manages to balance this with real subsistence that can spark proper debate if you are willing to hear them out. Just like ever other season of South Park a lot of people are going to hate it, this is the show where one character is a talking poo and another is a towel that is always high (both of which play a role in this season). But for fans that feel like the last few seasons have let them down or anyone that hasn't given the show a chance yet and has become bored of the repetitive nature of shows like The Simpsons or Family Guy this is a great place to pick up the show.","8","6 April 2019"
"264","I watch this animated show on sometimes Fridays and Saturdays and I love it! Much better than Simpsons, only seen two episodes of Family Guy and South Park is highest in the rank. Very funny humour and foul language gives this 'adult cartoon' a 10/10. My favourite episode would have to be when they're in Imaginationland and all hell breaks loose. Butters asked the fat hippy guy 'how do I get home'? then the fat hippy guy says 'tap your shoes three times' Butter says 'really' then the fat hippy guy shouted 'no you fuc*ing dipshi* I was fuc*ing joking'. Very funny and my favourite character in South Part would have to be Eric Cartman.","10","27 April 2008"
"265","One of the best and most important adult animated series of all time thats still releasing hilarious seasons to this very day and hopefully well into the future! This show is the best, So funny ,so very well done! I really find the first 10 seasons the funniest , But there all funny and valid to the time released.They set the standard with this show. The orgin story is pretty impressive too. Must watch tv =)","10","14 May 2020"
"266","I love to watch the classic episodes of this show all the time. Because they are funny and cool, and Cartman's voice is my favorite, but in their later years they were still funny but not as funny as before.Pros: The characters are well designed, the jokes based on real celebrities are funny, and the parodies of other shows are also funny. I like how they always make it so that it isn't supposed to be real life based and something really crazy of unreal happens in every episode. I also like how in most of the episodes Kenny dies, that never gets old. Cons: In the later years Cartman's voice changed to a more serious style and that ticked me off. Also in the later years in the original production they would have bleeps in place of a character saying F--- or S---, but now they use words like that without bleeps and it crude and not funny. If you watch episodes on TV you might not notice that but when you watch it online you will. They will have a character saying (bleep)(bleep)(bleep)(bleep)etc on TV but you know if you want to see that online or on I-Tunes you will have to listen to F---,F---,F---,F--- without bleeps and nobody wants to hear that. They also might show a suggestive body part and have it blurred out or a black bar over it you may think ""oh ha-ha thats funny they would not really show that on the show though"", but if you think that you are dead wrong. So if you want to see the show at its funniest watch the censored version or the classic episodes.","8","26 December 2010"
"267","That's how good this show is. Not that much in the early years, but now we would be hard-pressed to find a better aged spirit. It's always relevant and objectively right on target. It's the Mozart of animated shows.Parker is obviously possessed by a higher form of intelligence and/or wisdom. Also make him Dictator for Life, while we're at it - then he'll tell us what to do, and a new, marvelous age will thus begin.Chapeau.","10","13 December 2021"
"268","South Park is easily one of the most wild cartoons out there. South Park does such a good job of taking real world events and topics, than turning them into hilarious episodes. Unlike Family Guy, the South Park creators make fun of everything and everyone under the sun, instead of just making fun of people and topics that they disagree with, which is another huge reason I like the show so much. The characters in South Park are a mixed bag imo, I love Kenny, Stan, Kyle, Chef, Mr Mackey, Jimbo, Butters and a couple of others. Than there are characters in South Park that I really don't like at all, like Mr Garrison, Shelly, PC Principle, and most of the time Eric Cartman. I have heard a lot of people complain about the animation of this cartoon saying, ""it's ugly"" and such, but personally I find the animation unique and actually kind of charming. Obviously this show is not for everyone and I can understand why some people think it's to much, but I enjoy turning the t.v. On and watching this show when I feel like I need a good laugh. I'd watch this any day over God awful Family Guy.","9","18 December 2021"
"269","If you have a squeamish stomach and get very offended. Then this is not the show for you. As it has four boys with the faces of angels but the mouths of sailors.Still a show that is really enjoyable and really funny by Matt Stone and Trey Parker.As we follow the antics of Stan, Kyle, Cartman, and Kenny. As they live in the beautiful fictional CO town of South Park. As they watch TV shows and movies that they are not allowed to watch. And curse like sailors.It is seen from their point of view. Way before Seth McFarland and Adult Swim on CN, South Park started it all. As well as put Comedy Central on the map in 1997! Don't watch it as much as I used too but on occasion. Still very enjoyable and funny to watch!","8","14 January 2013"
"270","South park is not just incredibly funny but seems to be one of the few show on television to create a genuine sense of shock. A must watch!!!","10","30 May 2020"
"271","Ever since I seen the first episode of this show titled ""Cartman Gets An Anal Probe"", I fell in love with it. I really enjoy Cartman and his personality and he makes me crack up. Like in the episode ManBearPig, When he crapped out all the treasure, I laughed so hard I could barely breathe. So funny. I really like the awesome adventures the boys go on. They're really fun and entertaining and unique. My favorite episodes are ManBearPig, Cartman Gets An Anal Probe, Casa Bonita, Jewpacabra, and more. I definetely recommend you watch this show, but If you're easily offended by the content in this show, just skip it. Overall 9/10","9","29 June 2019"
"272","Season 23 episode 3 Shots! And their tune now says it all. Absolutely love all the old episodes. Thought the vaccination special was ok. Post Covid and Covid returns were absolutely horrible. Tried a bunch and even smoked a ton of weed but absolutely horrible! I'd rather listen to cocomelon.","1","3 February 2022"
"273","I think it time for Butter need more tough not sweet innocent he need to change and he grew to be. bullies where people ignore him and he use Kenny like way he use by Cartman. He use blackmailed Stan pranks evilly. He had Professor Chaos. HE threatened Kyle to murder Stan. He poised Eric.","10","30 June 2020"
"274","South Park is about some kids some very foul mouthed kids. Every week they go on a new adventure. These adventures are very funny. Though they have to do with sick sexual content. They still get a laugh again,and again at least from me. My favorite episode would have to be The Lord of The Rings one. I really liked how they killed Kenny for the last time,and brought Tweek. I am not a fan of the new season,but hopefully Trey,and Matt can end the season right. Kick ass funny! Better than The Simpsons!4/4",NA,"15 April 2003"
"275","Nope, I'm not an old granny that's frantically pounding away on the keyboard, blaspheming SP while bobbypins fly.  I'm 17 in the 12th grade.  And I can't stand SP.  The main reason isn't that it's crude (which it is) but the stories just... aren't there.  To compare; I think The Simpsons are better, but OTOH I don't really like that show either.  Hm.  In closing, all I can say is that SP certainly is good for a perverse laugh once in awhile, but the shows that stand the test of time have heart and value. SP is brutally honest, but seriously lacking.",NA,"22 December 1998"
"276","I do like South Park without a doubt. I'm always entertained by the humour in it, more so I'm into the kind of humour in it just like I love the humour in other shows like Family Guy. I just adore the characters and the way they act or talk rudely, also there has been many episodes that made me laugh out loud.I just have to be honest with one thing. This show tends to go over the top sometimes. I mean, they get away with a lot of things that I doubt any other show would get away with. Family Guy gets unnecessary hate for being offensive, with less major things, but if they were shown on South Park, they wouldn't be considered as offensive. That's what I don't get (for example the fact that Jesus has appeared many times in FG, people thought it was offensive and blasphemous, but if it happened on SP, it wouldn't have been seen as offensive at all.) So what makes this show get away with more than it probably should? Don't get me wrong I don't get offended or butthurt easily like some people but it's just common sense. I do like this show a lot, but what is it that it gets away with a lot more than Family Guy, or in fact any show ever would? I'm focusing mainly on FG because it gets the most criticism. I just want to know this, sensibly. I'm not an easily offended person at all.","8","22 January 2016"
"277","having watched a lot of episodes, i finally decided to make a review. its a clever series. the way the make fun of things is really good. i like how they make many episodes like a Hollywood movie, with all the clichés that follows, and add stupidity. its a really good way too make fun of the things they want to make fun of. also the use of pop cultural references, is actually good. i normally hate pop culture references, because they soon get dated and often are deployed in a bad way. but south-park makes it work for me, probably, because they in a way make them timeless. in other words if you don't get the reference, there is something else you can laugh at in the scene or plot point. the characters are very simple, and they don't really develop and learn. but thats great in this context, because it would ruin the jokes and laughs you get from watching south-park. i will also give the show some credit, for daring to use many controversial topics. its great that somebody dare to stick out, and it is important. if everything controversial got censored, we would miss a lot of good stuff, and we would slowly kill our right of free speech. so all in all i can highly recommend this show, its in the top of the animated comedy shows, and you will have a great time watching it. except if you are easily offended, then you should rather watch something else.","10","9 February 2013"
"278","For many reasons, this show will always hold fond memories for me. I was in junior high school when it premiered, and it didn't take long for the phenomenon to take over. The show's inspired humor and content certainly appealed to our age group. Within weeks, Kenny T-shirts and bad Cartman impressions had become commonplace. I wholeheartedly plunged feet first into the phenomenon and for awhile I was a borderline addict. Of course, the hype eventually died down and by the time I was in high school the likes of Jackass and Family Guy had emerged as the new shows of choice. Somewhere along the way, I lost interest and stopped watching South Park regularly after the fourth season. Earlier this year I caught some newer episodes, and suddenly the warm memories of my early teenage years came flooding back. The show has remained consistently hilarious throughout its impressive run and continues to defy the realms of good taste. No social hot topic or traditional value has escaped the show's demented satiric grasp. Therein lies part of South Park's genius: its uncanny ability to put a humorous spin on anything and anyone without a hint of guilt. I've recently caught up on most of the recent episodes through season 8. Although I'm not too fond of some of the show's newer changes (namely Cartman's new voice and the emergence of Butters as a main character) the crude and irreverent spirit that first got me hooked has remained intact. Plus the animation has improved dramatically, although in some aspects that's not saying much. It was one of the first shows that got me hooked as a rabid fan, and very few have given me as many laughs. For that, South Park will always be remembered as a huge source of entertainment during an important time of my life.","9","13 November 2004"
"279","This show is cool. Even though it may not be good for younger kids under 13. But some kids understand the value of the show. It is a popular show. I give it 10/10. I have the Cartman and Kenny Doll. Those are my favorite Characters. But that sucks that Kenny has to die in each episode. But the movie sucked big time. At least we know what color Kennys hair is-Blonde! yeah that explains it. Also Kenny can talk. He talked in the movie and that was it. Then of course he died.",NA,"23 November 2001"
"280","I notice without surprise that the majority of people who have negative reviews of Southpark are not even American and would not understand the majority of the jokes on the show. The show primarily pokes fun at American pop culture. It pokes fun in a keenly observant way at our fear of anything that challenges our small-minded views, nationalism, commercialism, racism, sexism, religion, political correctness, media abuse, politics, the religious right, and so on. All those ignorant of American culture would understand is the obvious potty humor. An American who says South Park is just potty humor scares me; they failed to see the relevance of the obvious cultural satire found in the majority of its episodes.In my opinion, no subject is too sacred to poke fun at. Any satirical humor is bound to offend people sooner or later.Not only is the humor in South Park clever, the timing in the characters' dialogs is brilliant. It makes light of human nature and grosses you out in the silliest ways possible, making its satire even more offensive to the ideas and people it challenges. Plus, I think this show WOULD still be kind of funny even if it were just about a small white trash podunk town.The show can appeal to mature, educated audiences and childish people who love fart jokes alike. I believe this was the whole point. Some of the humor is offensive to me. Some of the jokes aren't funny (i.e. the molestation episode). But overall this show takes far more risk than any other show I've seen. South Park has accomplished what The Simpsons could only wish for. The Simpsons was really a wimpy, censored, left-wing attempt to poke fun at American ignorance; where it has failed South Park has succeeded beautifully.Watch at least 3 episodes before making up your mind about South Park.",NA,"12 April 2005"
"281","Season 23 is by far the worst season. What ruined it was all the pop culture stuff, usually trey and Matt implement it well by making it into an entire episode with this season it was just all sellout garbage just by saying the name of it, for example in one of the episodes cartman and butters where selling juuls to kid and cartman said to butters ""if my mom find out what we're doing she's going to ground me from fortnite"" and just other forced crap like that. The characters felt dead and I don't like what they did with randy this season, i don't think I'd watch another new season. This season just felt forced and was pretty unfunny.",NA,"11 February 2020"
"282","There was a time when pop culture references would be creatively scattered throughout an episode that contained a completely original story, and that episode may or may not have contained satirical social commentary. Today, anybody who gets their 15 minutes in the pop culture world gets their own episode of South Park. At least Family Guy's pop culture references are mostly confined to 30-second cutaway segments, South Park's last for the entire duration of the show. Episodes even made last year feel incredibly dated because of this tactic, shows from 4-5 years ago feel like looking into a time capsule. Did we really need Snooki the South Park episode? Or Glenn Beck the South Park episode? How about The Royal Wedding or Occupy Wall Street South Park episodes? Episodes like this use current events as a lame crutch and that crutch has crippled the show. It's lazy and devoid of creativity. I'm not just getting older, this show sucks now.It's a shame too because Parker and Stone are extraordinarily talented. I suppose they're getting paid too much for a job that requires little effort at this point so taking this pain in the ass show behind the woodshed and taking it out of its misery is out of the question.","5","26 September 2013"
"283","South Park is always condemned by parents and critics. They contend that it is nothing but toilet humor and it does not teach good morals while going over the line. These people seem to miss the point that people watch TV shows for entertainment and not lessons. If there is one thing South Park does well it is entertain and it does that through controversial yet funny methods.South Park follows 4 eight year old boys living in South Park, a mountain town in Colorado. Usually outrageous events happen that the 4 boys are in the middle of and usually end up solving. The show has no problem making fun of people or current events. But once you get past all of that you see the creativity of the show. The plot is always good and South Park excels at creating very unique situations and characters.However the show usually creates controversy with its humor. There are absolutely no boundaries when it comes to South Park which makes it both popular and unpopular. Sex, drugs, violence, religion, murder, current events, race, and orientation all appear in the show. Nothing is held back in this show and it makes fun of anyone or anything.The beauty of the show lies in that they can take anything and make it funny no matter what it is. South Park is a show that will make you laugh about something that normally you would not or probably should not laugh at. The bottom line is South Park is a comedy show and it is excellent at providing comic relief.","10","25 April 2009"
"284","Awful anti Trump episodes shows the makers are clearly Democrats.. They even said they were going to tone down the anti Trump propaganda. But nope yet again more of the same... He nukes Canada over nothing and has half an episode where hes Pennywise the clown. They are no different than all the main stream media's bashing Trump at every opportunity.. Becoming what they originally started off South Park to be controversial.","1","9 December 2017"
"285","I do admit, this show has its funny moments. The absolute wildness and insanity of it definitely outweighs the opponents, ""The Simpsons"" and ""Beavis and Butthead"", but it is certainly too over-the-top for me. Parents be-warned. This is not a cartoon!I was reading a review in the paper once about some of the most watched kids shows. I could have guessed the rest, but then I saw this show listed among them and then I realised what was happening. The kids will ask their parents; ""Mum, can I watch South Park?"", and the mum will reply; ""What is it"", and the kid will say; ""Don't worry, mum, it's only a cartoon!"". Only a cartoon. That's the understatement of the millennium. I imagine that all of these cartoon shows are only cartoons so that more possibilities can be put in. If it was live action, there would be limits to what the characters can do.All in all, this is not the most preferred show for me to be watching. Sickening, fast-paced and rude is loved by some but loathed by others, but I urge parents never to let their kids watch South Park! IT-IS-NOT-A-KID'S-SHOW!!!",NA,"28 May 1999"
