"","content","rating","date"
"363","Although the current seasons are debatable, this show is one of the best in television history in my opinion. This show has made me a fan of Mat Groening's shows. I would definitely recommend it.","10","1 January 2019"
"364","The Simpsons is the story about Homer Simpson & his family which consists of his wife, Marge, his son, Bart & his two daughters, Lisa & Maggie, in the fictional city of Springfield. The animation of this show is very unique, as all the characters are yellow in color! The Simpson family are a weird lot, because of the different values of each member of the family. Homer is a lazy & obese man, who works at a nuclear power plant. Apart from work, he mostly spends time at Moe's Tavern with his buddies. He loves his wife but, he sometimes gets annoyed due to the burden, of raising three children. Marge is Homer's caring wife & mother of three. Marge loves her family but she sometimes gets sad & angry because of Homer's forgetfulness, his careless attitude towards the kids & his excessive drinking. Bart, is a mischievous ten year old who loves causing trouble wherever he goes. He is the most notorious boy at school & his parents keep getting called to meet the principal, Skinner. Lisa is a very intelligent & kind girl. She's just the opposite of Bart. High grades, hates causing trouble & has no friends. Maggie is an infant, who hasn't learned to speak yet & is addicted to her pacifier which she keeps sucking. Some supporting characters include, Homer's religious neighbor Ned Flanders. Springfield police head, Chief Wiggum. Kwik-E-Mart owner Apu, who is an Indian. And a few others like, Marge's sisters Selma & Patty, Bart's best friend, Milhouse, who has always had a huge crush on Lisa(she doesn't reciprocate his feelings though). Nelson, Springfield Elementary School's(Bart & Lisa's school) chief bully. Moe's Tavern owner, Moe. He's an extremely ugly guy who hangs out with Homer & his friends, Lenny, Carl & Barney. He's also unlucky with women & is attracted to Marge & last but not the least Principal Skinner(principal of Springfield Elementary).Each character is unique & hilarious in their own ways. However, The Simpsons would not have been possible without the brilliant Homer Simpson. Bart, is another highlight of the show because of his mischievous pranks. Hilarious supporting characters include, Moe, Apu, Nelson, Ralph & Chief Wiggum. Dan Castellaneta has done a mind blowing job in his voice over of Homer. Julie Kavner is impressive as the voice of Marge. Nancy Cartwright has done an outstanding job in her voice variations of different 10 year old boys, Bart & Nelson to name a few. Yeardley Smith is effective as Lisa. Hank Azaria is just epic as the voices of Moe, Chief Wiggum & Apu. Harry Shearer is brilliant as the voices of Mr.Burns & Flanders. So to sum it up, The Simpsons is a must watch. Laugh till your sides hurt, while watching the events unfold in the colorful city of Springfield.","10","26 April 2012"
"365","A worthy contender for the greatest TV show of all-time. The Simpsons may have withered very slightly in recent years but it remains a cultural phenomenon and a show that can be enjoyed by all ages on multiple levels.","9","25 August 2020"
"366","I was born in the early nineties and this show was on then and its still on to this day. I remember being a little kid watching it with my mom and I loved it. It was so funny and original totally explains why it has lasted over twenty long years! The voice actors do a great job and the writers are so talented. They make hilarious episodes with jokes and satire. I personally think the earlier episodes of the show were funnier such as seasons 3-12 but they are still funny to this day. 22 years and 500 episodes later and I am still watching this show.This show follows a dysfunctional family of 5, Homer,Marge,Bart,Lisa and maggie. They get into crazy shinnanigans every week and its hilarious every time.I have watched this show for my whole life and I will continue to watch it for as long as its on. Maybe it will never end and I will sit down with my kids and watch it just as I did with my parents. The simpsons is a part of my childhood a part of my memory thank you simpson family for being a part of my life.","8","16 November 2012"
"367","The Simpson's is the best animated show or the best show on tv. I've been watching since I was nine years old. My favorite characters are marge, homer, millhouse, Flanders and Bart.","10","24 June 2020"
"368","This is a great TV show with good characters, good storytelling and good special guest stars. But this is a warning this show has offended Christians, vegans and Brazilians.","10","5 December 2018"
"369","The Simpsons is the best semi adult cartoon in the history of television and altho it does appeal to kids, adults love it to, Matt Groening is a complete genius for inventing this amazing show and although the new episodes suck a bit, it doesn't ruin what The Simpsons was: Here i will explain a bit about each member of the family and see where the show went by changing them!Homer .j. Simpson: Homer is the best character because of his constant stupidity and his lack of understanding Lisa' smartness and always been outsmarting him i.e ""Mental note, the girl knows to much"" you can see that he is proud of all his family but at the same time doesn't want be in the same room as them! Dan Cassenella is a genius! i don't like the new Simpsons Homer because they have made him smarter and his voice sounds dumber and i cant watch it because its sad, what they've done to him!Marge Simpson: She is the perfect housewife, does chores looks after the kids and cooks, thats Marge Simpson for you! She may have the occasional murmur but Marge is great, its funny when you that Moe has a huge crush on her and tries to hide it from Homer, but deep down i think that Homer knows! The problem now i have with this character is that Julie Kavner has made her voice sound more screechy and it kinda gets on my nerves because of thatBart and Lisa Simpson: i want to say something about them together so i'll put them together! Bart and Lisa are a great bro and sis and sometimes i wish that i could be related to them!! Bart has always been my fav because Nancy Cartwright is amazing and even tho she does Chuckie from 'All Grown up!' and 'Rugrats' you can sometimes hear Bart when Chuckie laughs and talks, anyway the problem that i now have with Bart is what i have always hated Lisa for, being a goody two shoes and he never plays pranks anymore and now Bart bores me! Lisa is an OK character but in the early seasons her voice always went through me because it was high pitched and squeaky but over the years Yeardly Smith improved the voice and its a nice voice, Lisa hasn't really changed much except some how she knows everyone in Springfield and shes also a bit dumber as well (whats up with that), the main problem i have with these two is that they never fight as much as they used to which sucks a bit! i wont do Maggie because not much to say, except shes never init anymore she always disappears!! random!Overall i still love this show even tho the writers have lost their touch and all they do is rehash old story lines and give it a new title, also trying to shock people i.e Making Patty in a lesbian, not very shocking, i can't believe they are making a movie, i cant wait but i think that i may be disappointed as well!i give this 10/10 because it will always be great and i will never stop watching it!","10","20 June 2005"
"370","When I saw the Simpsons show I was really into it and entertained and I thought the show was hilarious. I enjoyed and loved some of the jokes they had, but as the show progressed it got offensive by it started bashing God and Jesus and I am a man of faith. I couldn't watch the show anymore because of the things the show said. After I still gave it a chance and stayed open minded and tried not to judge it, but the things the movie said made me uncomfortable. So I am writing this review to say that I would've enjoyed it, if only the bashing of not only my families beliefs, but also, other people's beliefs in a higher power wasn't thrown as jokes like that. It's fine to have your own opinions, but don't bash people's beliefs. That's messed up. All in all, I would never watch the show or movie again.","3","26 May 2015"
"371","The Simpsons are by and far the best and most entertaining show on Television.  They are a breath of fresh air compared to the other shows on TV which are all ripoffs of each other with the same predictable jokes over and over again.  Also unlike most other shows on TV they seem to be getting better and better every year instead of worst.",NA,"23 January 2000"
"372","Nearley everyone in the world has heard of The Simpsons, classified by many as the greatest cartoon of all time. The Simpsons started out life as a little cartoon show on ""The Tracy Ulman Show."" The very first episode of The Simpsons was called ""Goodnight Simpsons."" As the years went by, so did the cartoon. In 1989,the very first full episode of The Simpsons was broadcasted, the episode known as ""The Simpsons Roasting on an Open Fire."" The episode was very successful and throughout the years The Simpsons became more successful. Personally, I think The Simpsons is probably the best cartoon ever made. The Simpsons is of course extremely funny. The Simpsons also has the power to go deeply into the emotional side, dealing with issues like marriage,death, divorce, etc. There is really know need for me to mention the names of the characters, because most people reading this will know who the characters are. These times, The Simpsons maybe having hard competition with Family Guy, which is slowly creeping up on The Simpsons. The Simpsons movie is coming out on the 27th July 2007, I hope that it is as good as the T.V. show. Long live The Simpsons.","10","6 July 2007"
"373","This is absolutely pure genius of a show. I will never find a show this good. It was the most hilarious thing, especially the first 5 seasons, but though the newer season aren't as good, still a 10. Here are my judgments of the seasons:1-3: The best seasons of the Simpson's ever! Absolutely hilarious, I couldn't go 3 minutes without going hysterical. If you just started watching the show, watch the first season. 10/104-6: Hilarious seasons of the show. It is such a clever thing to see. Maybe not as good as the first 3 seasons, but still gold. 9/10.7-9: Great seasons of the show, absolutely awesome. Can't go one episode without getting a memorable quote (which earlier seasons had like 4 quotes an episode). 9/10.10-12: Very good seasons of the show, still hilarious. But, they did kinda change a lot of the story maybe adding a lot of drama for me. Still some great episodes from these few seasons. But can't beat the previous seasons. 8/10.13-15: Pretty good seasons of the show. Still with some laugh moments in a lot of the episodes, but not as much as you'll get from the previous. Some show changing moments, and colorful characters were added, but can't compete with others. mid 8/10.16-19: Good seasons of the show. Some good moments throughout some episodes. But I never seem to laugh as much as I used to. Some parts where you'd chuckle, but not as good. Though I give the show a 10, I am a little disappointed with these seasons. 7/10.As you could tell, older seasons are better.","10","31 August 2009"
"374","Let's face it, under the hand of Mike Scully as producer, the show really took a nose-dive right around season 7 after Mr. Burns got shot.  Despite the fact that the quality of the material was nothing compared to the best of seasons 4-6, the show managed to turn out a couple classic episodes and at least has one laugh-out-loud gag per show, even on the lamest of episodes.However, recently the show has improved quite a bit with Al Jean taking over where Scully was sorely lacking.  It seems that not only has the writing and timing improved in the current season, but the characters are acting a lot more ""Simpsony"".  There's a lot less of the goofy sensational stuff like Homer running off to a desert island or becoming a cannon freak, and a return to the subtle basics and nonstop clever comedy that made the Simpsons such an enduring (and endearing) enterprise.A lot of people are starting to wonder how much longer the show will last before they pull the plug.  My guess is whenever a major voice actor on the show dies, because the show has to be raking in tons of cash even a decade after it came into being and after numerous bad-episode fiasco's.  Let's face it, even a bad episode of The Simpsons is funnier than a usual episode of most other shows still on these days.",NA,"28 February 2002"
"375","If it weren't for ""Married<U+0085>With Children"" or ""Roseanne,"" shows about white-trash middle-class people struggling to live, than we wouldn't have ""The Simpsons"". The cartoon itself is phenomenal, dealing with everyday life than ever before.The family includes Homer Simpson who works at a nuclear power plant, loves to eat donuts, drink beer, hang out with buddies and get himself into goofy situations where audiences learn a lesson; Marge Simpson is the all-American woman with a big yarn of blue hair, who has two sisters that hate Homer, and loves the fact that no matter what, she'll always love him; Bart (everybody's favorite) is the oldest child who loves Krusty the Clown, violent things and loves getting into trouble. His best friend is Milhouse who is a dork, and a Nancy-boy that doesn't agree with Bart most of the Time. Yet, he's America's kick-ass son; Lisa is second child and the brightest in the family, who enjoys playing the saxophone, being a vegetarian, and dreams of going into a good college. She may not agree with her family, but she is there; and Maggie is the last child, the infant for many seasons on the show who never has spoken her first word, but just sucks on her pacifier.What makes the show interesting throughout the years is the interaction of these characters and the people that surround them; from Ned Flanders, the pious neighbor who is a geek to Homer and most of the town of Springfield, he's got some cool stuff, and yet Homer considers him his buddy. The other characters in the show involve Mr. Burns, the oldest living man in the town; Kent Brockman, a replica of Tom Brokaw, is the reporter who loves living the rich life.Though there are many characters in the show to list, what the show promises is making fun of everyday life from families, competition, politics, work; even the holiday episodes (which are a joy to watch) where a lesson may be learned. The Simpsons will always be there through years and generations to come.",NA,"13 March 2005"
"376","The Simpsons........ Ah, what to say about this show that hasn't already been said? It is the smartest, best written, and most fun series on television, and has been for more than a decade. The quality of the stories has dropped in recent seasons, as the show has pretty much covered every idea that it could. Still, it's one of the most entertaining shows on television.The Simspons look just like the average family, if their skin was yellow and they only had four fingers on each hand. Dad, Homer, is the chief provider and resident idiot. Homer is a man ruled by impulses. He swings from highs to lows, and back, in the blink of an eye. He is probably not the best person to be safety inspector at a nuclear power plant; but, then again, the rest of the plant isn't that far ahead of him.Marge is the glue that holds the family together. She truly loves Homer and the kids, even though she is constantly embarrassed by them. Still, she's not perfect: she has had problems with gambling and drinking, and usually dives right into the lunacy.Bart is the bad boy, Dennis The Menace taken to the Nth degree. Bart delights in pranks and mischief, but also shows great character at times. He has defeated Sideshow Bob at every turn, reunited Krusty with his estranged father, gotten Principal Skinner his job back, and stuck by his sister when it counted most.Lisa is the brains of the family, and the most positive character. She delights in knowledge and learning, but enjoys a good prank, or an Itchy & Scratchy cartoon. She has such wonderful hopes and dreams, that you hope she is never disillusioned. She delights in Bart's escapades, even though she often chastises him. Her intelligence often makes her an outcast in the community, yet she rarely seems bitter.Maggie is the cute little baby, expressing herself through gurgles, burps, and sucking noises. She is often the silent observer to the family hijinks, and sometimes their savior. Just keep her away from the baby with the one eyebrow and Mr Burns.A friend once described the three kids as the embodiment of Freud's id, ego and super-ego. I doubt this is intentional; but, those attributes do hold, when you examine Bart, Lisa and Maggie. Sounds like an interesting idea for a book.The cast is rounded by great supporting characters: Mr Burns, evil plant owner and resident fossil; Smithers, his sycophantic aid; Lenny and Carl, Homer's friends and co-workers; Barney, the recovering alcoholic; Moe, his enabler; Krusty the Klown and the former sidekick, Sideshow Bob; Apu of the Kwik E mart, Principal Skinner, Mrs Krabbaple, Comic Book Guy, Prof Frink, Chief Wiggum, Mayor Quimby, Dr Hibbert, Squeaky-voiced Teen, and so many, many more.The show has showcased some brilliant writing and animation, not to mention the amazing voice work. The cast and characters have grown over the years to become dear friends.Despite my love for the show, including the incessant need to quote lines and plots, I think it is about time to put it to rest. I still enjoy the show, but each new season seems less than the one before. It's time for our favorite family to move on. I will miss them when they go; but each new season will make me miss them less. All good things must come to an end. Still, I'll be there until the end.",NA,"12 January 2005"
"377","In 1977, Matt Groening appeared in the face of earth and made a comic called ""Life in Hell."" It's based on a true story about Matt moving to Los Angeles. It is a funny comic/serial and very animation. It's all about rabbits and humans and stuff. Then in 1985, Matt was hired by James to create a series of segments based on Life in Hell, But due to the loss of his rights, He went to a different direction and thus, The Simpsons were born! When the Simpsons premiered on the Tracey Ullman Show, The network executives and the viewers turned green from shock and American television burnt to the ground like MAGIC! *pig noises* Although It premiered its first and second series premieres, It broke the world record for longest running TV Show. Today, It's still the best show, But I give it a 10/10.","10","23 December 2015"
"378","I have been reading some of these comments and getting rather irked. I realize there are so many people who have written something on this show, but here I go. ""The Simpsons"" is by far one of the greatest shows that has ever been on television. Few other shows actually are worth a bit of anything by the time they get syndicated, but ""The Simpsons"" just works and has from day one. The interwoven satire, sight gags, downright dumb humor, and heart ... it speaks to people in a way most other shows just can't. It has always had something to say. As long as there is human nature, then this show will work its magic. And finally, for all of those other comment contributors who have slammed any given season or whathaveyou, this is what I feel: something so great always needs to be humbled and that is all that you are doing.",NA,"1 March 2003"
"379","The series has fallen well short of 10 over the latest modern series. The universality of the great original comedy is gone","8","5 March 2019"
"380","The 1980s ended as The Simpsons came. A show that is still fresh, young and memorable. You have some yellow people. That's right we also have multicolored ponies, and multicolored men in Doug. This show were different from family friendly shows in 1980s. In this show we have your family in a suburb. Bart, Lisa and many other known names. We follow their up and down in the everyday. Here are tons of spoofs from Casablanca and The Lion King to Pokemon. Many guests stars comes by to give voices. There are many Holiday specials too. A lot of memes, merchandise got made. If you want a show for teens and up I recommend The Simpsons. 10/10","10","26 October 2013"
"381","This is by far one of the greatest shows of all time. It is outrageously clever and funny. There is such a wide array of lovable, funny, goofy characters, and a lifetime of memorable quotes and one liners. This show has hundreds of classic episodes that are just as good the seventh or eighth time as they were the first. I also can't imagine any other show that get so many huge celebrities to agree to parade themselves in such hilarious situations. This show has lasted longer than any other cartoon or sitcom quite simply because it's the best. I am proud to admit that I've been watching the show since I was eight and have seen each one of the 350+ episodes. I will undoubtedly watch the show until it's off the air and I will watch the reruns until the blood in my veins run cold","10","2 September 2005"
"382","I'd watched Simpsons back during the early 1990s when it first came out and was pleasantly surprised by all the film references and spoofs. But after Season 8 things changed, and I don't mean in the good way. Jokes were reused and some episodes didn't make sense. Even that pushed the limits. But if you're looking for a good season with lots of memorable episodes, my advice to you is to try Season 4. This had many good moments, including Marge as Blanche DuBois, a Krusty-themed summer camp, a heart-throb babysitter, a guest star-studded episode for Krusty, and Lisa's first word. I won't say too much for those of you who haven't seen Season 4, but that's where to look. For me, that season was the best. Everything else seemed OK but not as fun.","6","18 December 2017"
"383","The Simpsons is one of the most best TV-show on the entire planet! A very hilarious series about your every day average family that live in Springfield and I don't know which one. One of my most favorite characters is Homer because he is always messing up and he does a lot of stupid things that are funny like in the episode where he makes a bowling team and he doesn't have 500 dollars or like the one where all those crows are his friends and some other things. Another character I like is Bart because he does a lot of these funny things to either get attention or to get into trouble. I like all the characters and all the jokes because they are all hilarious and you can't stop laughing! I got the show on DVD.User Rating: 10/10BOTTOM LINE: THIS SHOW IS THE FUNNIEST AND THE BEST, IF YOU LIKE IT YOU SHOULD GO AND GET THE DVDS!",NA,"7 May 2004"
"384","This is such a good show- you don't make over 30 seasons for no good reason! It's so carefully crafted and put together, there's so many references that you blink and you'll miss it, and jokes that just go over your head if you don't pay attention. It's funny for both kids and adults alike and appeals to everyone, Matt Groening and co are geniuses, not forgetting the likes of Harry Shearer voicing I don't know how many characters! It's hard to believe that over 600 episodes have been made and the quality is still there but it's true.","8","15 July 2019"
"385","Ever since they started on The Tracey Ullman Show by cartoonist Matt Groening in 1987, The Simpsons have been a hit, but at one point of the series, I guess how to put it is that, the show stopped being funny. I use FXNOW to watch older episodes. Remember that one with Ringo Starr? OK, OK. Let's get to the point. I love the Simpsons, but it isn't what it used to be. Now it depends on jokes and pop-culture celebrities. I'm not saying it's horrible, bad, it just isn't that good anymore. It can be funny at times, but not what it was when it first started. One example is the Summer of 2014 where they said that a major character would be killed off. It was Krusty's father. (hollow cough).Thanks for reading! Chris Caracci","7","10 January 2015"
"386","In 1987, something revolutionary happened: A new kind of family was introduced, something we had never seen before. We got acquainted with a family that was extremely dysfunctional, but no less loving than the Drummonds, Douglasses or the Keatons. While those were entertaining to watch as well, it was important to highlight that not everyone has it quite as together in their life.Conflicts stir up, someone might feel neglected, you sometimes struggle even trying to get by. The Simpsons' money troubles remind me in a way of my own family. My mother could sometimes be poor and struggle with the economy, but always took care of us and gave me all the love I could possibly hope for. In short, whether you were a Bart, Lisa, Homer or Marge, there was something in at least one of them you could relate to. I was very compassionate towards animals and spoke out against meat consumption just like Lisa. At times I thought my dad was like Homer as well.And not just that, but many of the other characters were great as well. Some of my absolute favorites were Mr. Burns, Smithers (the two of which I've often imitated), Moe, Lenny, Dr. Hibbert, Apu, Hans Moleman, you name it. And the humor at its best was satirically profound, whimsically wacky and daring. There were few other shows like it.This was the case for the first ten seasons. The next four it got more cartoonish and less down-to-earth than before, but still managed to be a lot of fun. But as time went on, the show became less and less smart and more dumbed down in nature. It got especially bad once we got to the HD era.And in trying desperately to get with the times such as constantly referencing Apple products, making politically correct changes (Such as removing Apu, deleting one of their beloved classic episodes just because of a controversial guest star and recasting characters just because it's seen as ""wrong"" to voice a black character if you're white), it's become not only depressing to see the show go down further in quality, but to see its crew actively trying to tarnish its legacy. I worry that all the negative aspects of the later years will end up becoming so distracting I'll forget about all of the good memories it's given me.So in short, there are two different ideas of The Simpsons: A show that changed the TV landscape forever, and one that lost its own identity along the way and forgot what made it such a beloved series in the first place.In the end, the golden years are worth all the stars I can give it, and the worst years only 3/10. Maybe even 2/10.But due to my undying love for The Simpsons at its best, I can't bring myself to rate it any lower than 10/10 anyway. Take that for what you will.","10","27 September 2020"
"387","I kind of grew up with The Simpsons series, being THE series at that time. I hardly missed any series, I guess I've seen more than 150 and many of them twice or more. However i stopped watching the Simpsons at some point. At the point i noticed it became unoriginal and annoying, but more about that later in this review.What made The Simpsons so great, were its original and funny jokes, the interesting stories, the really great characters and all those allusions and mocks. And they always gave the viewer the feeling that this, although only being an animation, was somehow a bit real, authentic and comprehensible. Also the Tree House of Horror Trilogies made it even more interesting, making fun of popular horror films and at the same time staying true to the Simpsons universe. It was the perfect transformation of Simpsons characters into characters of Horror movies. I would give the first ~100-150 series 11/10 points for their funny original and sometimes touching stories which also had a lot of great social critique in them.However the later Simpsons series, especially the latest ones, show a great lack of its former originality (which is of course understandable after so much series) as well as bad and recurring jokes and what I would call ""a rape of characters"". The characters became dumb and somehow they became less distinct from each other, compared to how they were at the start. There are also less references and mocks of real persons and stuff. And overall they made the series a bit crazy and flipped out probably in order to try overcome the lack of new ideas. And additionally there is one thing many may not even have noticed, but I did and since i have noticed it i've not been able to watch those newer series: If you listen closely, you will notice a distinct sound of cricket chirping in the background in any outdoor scenes. It freaks me out because it's totally annoying due to the exact repetition of it and its absolute uselessness.All these things (that annoying sound only being a small part) forced me not to watch the series anymore. I think it's just a waste of time anymore and while I would give the first series a rating of 11/10, I would give the latest ones only 5/10.","8","6 January 2008"
"388","The Simpsons has been on Television for a Really Time. the Ordinary Family lives in Springfield USA. First aired in 1989. Still to this day questions me how great it once was Seasons 2-10. Golden Age of when it had such great moments and I know Simpsons fan prefer the old episodes. When It was being funny too!Still The Simpsons should have ended after the Movie in 2007. but overall I still love them!","10","4 November 2020"
"389","You know, I can tell you that the simpsons used to be a great show, but I'm pretty sure 95% of the people coming here already know that. It WAS funny, entertaining, satirical look at every day life. then they just stopped and brought in the insane plots. i mean bart befriends a western star? what the hell is up with that stupid crap? I wouldn't even mind the damn insanely stupid plot lines if you know it was actually funny? but no, it seems they forgot HOW TO WRITE JOKES. so in other words, watch the reruns but please for the love of the game don't watch any new episodes, maybe this show can die with a shred of dignity. now for my um... ratings. i'd give reruns (seasons 1-11) 8 stars. new episodes are worth a 3. making this show a 6. it may seem low, but thats because of the horrible new episodes. I guess that means this review is over. thank god/Jesus!",NA,"8 November 2004"
"390","'The Simpsons' was and still is my favorite TV Show of all time, that is if you forget about all the newer seasons. This show is easily one of the greatest things to have come out. The Simpsons has shaped the lives of generations of people and has revolutionalized the meaning of the word 'funny'. The characters in the Simpsons are some of the greatest and most easily relateable characters of all time. Everyone loves Homer and Bart, there's no doubt about that but there are so many others such as Ralph, Chief Wiggum, Moe, Carl and so many more characters that are also hilarious. The voice acting is brilliantly done and for the animations, they are brilliant and yes the animation of the first couple of seasons was great for its time and still is definitely watchable As for the plots in most episodes, it is absurdly entertaining. Since the Simpsons, many TV Shows are beginning to simply 'steal' their plots and just recycle them. The Simpsons, is HANDS DOWN, My favorite TV series and definitely one of the greatest classics of all time!","9","1 December 2012"
"391","Greatest animated show of all time. Maybe it's gone on too long but that doesnt take away from the greatness of this show. So many legendary episodes, awesome celebrity cameos back when they meant something. The money this show made on merchandise is most likely in the billions. This show will live on.","10","29 October 2019"
"392","It's the biggest cartoon series ever created. It's won numerous awards, including Emmys. It has continued to be popular after a 10-year running span. It rocks.But why? Well it was hard at the beginning not to laugh at Homer's laziness, Lisa's brainy babbling, Bart's pranks and Mr. Burns' 'excellent's, and now, it's totally addictive.Although, I must admit the 1998-99 season wasn't up to the normal Simpson's hilarity I'd come to expect, so I'm really glad that it's managed to pull in better stories and jokes.As well as one of the biggest shows, it also has one of the most merchandising campaigns for a TV show. 4 CD's, singles, toothpastes, t-shirts, Chess and Checkers sets - yep - the show really had thought of everything!While The Simpsons probably won't be as big as it once was, you can guarantee you'll find me watching all the new episodes, and the repeats, too.Even the Simpson-haters must admit that it's very popular. Or else, why would Mel Gibson, Christina Ricci, Winona Ryder, Glenn Close, Britney Spears, Joshua Jackson, George, Ringo and Paul, Drew Barrymore, Adam West and other celebs guest-star on it??And there's denying that 'The Simpsons' is totally unique - from the couch gags, everyone's quotes ('Doh', 'Excellent', 'Come again', 'Burp', 'Mmmm'), Bart's chalkboard expressions - this is one show that never needed to copy anything else!Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Harry Shearer, Hank Azaria, James L. Brooks, Sam Simon and Matt Groening - you've created one of the finest TV shows ever... thanks!",NA,"16 March 2001"
"393","It's funny still to this day and season 31 32 and 33 are getting better and the first 10 seasons are so great if I could I would rate it an 8173929126/10 I might just hack IMDb so I can do that.","10","26 October 2021"
"394","""The Simpsons"" promises to remain the most reliable half-hour of laughs on television. The emotional dynamic for ""Stark Raving Dad,"" echoes that of ""Simpsons Roasting On An Open Fire"". David Mirkin's debut as show runner resulted in the first episode that gives him sole writing credit, ""Deep Space Homer"".""Treehouse of Horror XXXII"" delivers a decent number of laughs across its multiple shorts. The Simpsons continues its practice of PC superiority. How wrong can a once-great show be? Sunday's season curtain-raiser shows that ""The Simpsons"" hasn't lost any steam.","10","24 December 2021"
"395","Now I know if I put that it was only good up until season 10 why would I give it a 10 star? Well here's why just because the last 20 something seasons have been poorly written and almost cheap that shouldn't be able to take away from how good the first 9 seasons were. Hilarious, quick, well written and classic episodes up until season 10. So if your looking for an incredible, classic, funny and well done show just watch the first nine seasons of the Simpsons it's the same as just watching nine seasons of the office or Seinfeld. So anyway the show started out as one of the best shows of all time and I think that even though the last 20 years it hasn't done to great, the first 9 it did fantastic.","10","3 February 2021"
"396","I just can't say enough about ""The Simpsons,"" which I think is one of the funniest shows ever!  It gets better all the time, whether the comedy is witty or just plain knee-slapping, silly humor.  I never miss an episode, and neither should anyone else!",NA,"14 February 2002"
"397","I grew up with the Simpsons. I personally think that it is one of the best shows on television. Not only is it funny, but it also makes you think, bringing forward moral values combined with smart humor. Having said that, I think that the formula just isn't working the way it used to.I will always like the Simpsons, but I've noticed in recent years, that the episodes just seem to keep getting dumber and dumber. They aren't smart anymore and everything appears to be way too commercial. Its becoming obvious that no real thought is being put into any of the plots, the network is just interested in making money. Thats what it comes down to.The show is just not funny anymore, in fact, its annoying. Incredibly annoying. It seems as though no real thought is put into the storyline and things are awkwardly random and do not make any sense, despite the fact that it is a cartoon and is meant to be silly. But let me say this - compare the 2004 season to the 1994 season; you will see a major difference in storyline. Plotwise; smarter, funnier.But today; as I said, too commercial. I think it should wind down before it gets too stupid.",NA,"18 November 2005"
"398","There is so much to say about the Simpsons, and all of it good, that it would never fit here and would take forever to write.  Every show is a gem, with superb voice acting and animation. What makes The Simpsons so hilariously funny is that it can do certain things that cannot be done on regular TV shows.  The aspect of animation opens up so many doors not available to other shows.  And what is even better is that the show has never experienced a lull or decline in hilarity... in fact, it seems to be getting better.  I am confident that The Simpsons will continue to bring joy to so many people for a very long time.",NA,"12 March 1999"
"399","The Simpsons has to be the greatest show on earth. I started to watch the Simpsons when I was 10 years old and I continue to watch them today. Almost every episode is enjoyable to watch and gives you many good laughs. My favorite episode would have to be the one when they get the nanny ""Sherry Boppins"". The way they abused that nanny,who was just trying to help them, was great. Even the songs they sang on that episode were great. ( I brought a Simpsons CD that has the songs on it). Some of my other favorites include the episode when Bart sells his soul to Milhouse, the episode when Homer gains weight so he can work at home, the episode when Lisa takes dance lessons, and the episode when the Bart thinks Flanders killed his wife. However some of the newer episodes aren't as good. Some of the jokes and plots are dull. But they are still great to watch. I give the older episodes 10/10 stars and the newer episodes 8/10 stars.","10","28 July 2004"
"400","It's quite convenient to watch all of the recent seasons on a service made by Disney who bought Fox. I like Homer Simpson a LOT better than Peter Griffin, even though he strangles. I also like Bart's prank calls to Moe the bartender.","9","9 December 2019"
"401","The Simpsons is a great show. It is a cartoon but has the humor and characters even better than some sitcoms. It truly is a great show for everyone. Ever since it first aired I watched it and today I am still a fan. The characters and everything is so perfect, and how often can you say that about a tv show?",NA,"3 September 2000"
"402","Ahhh, the Simpson...First saw it at age 14 and at age 27 still the funniest thing on the TV in all these years. How come?Beats me. I guess the humor is so original and somehow an irony of a modern U.S. living. I watched every show about 10 times and still haven't get bored. Well, the most credit for that goes to Mr. Homer Simpsons, the best tv character ever. Maybe is my weird sense of humor, but i laughed (and laughed) at nearly all his jokes. Sure , we must not forget the others, the stupid cops (so real:))), currupted mayor, no brainer cops son Ralph (by my humble opinion the 2nd funniest character) and all the others who gives their soul to the heart of Springfield.Sure there are some parts I dislike, for instance ""the singing parts"" and some of the horror series, but hey you never can't win them all.
All I can say is for the end. I wish that they never stop making this great show, since it has put so many happy hours in my life. Hours full of laughing and just simply relaxing and enjoying the life itself. If I ever had the chance to see Matt Groening in person I will surely shake his hand and buy him a pine of Duff, for making my life happier.10 out of 10.","9","13 July 2003"
"403","""The Simpsons"" has made a huge impact on TV. It is the longest running cartoon ever in American history. Why is it so great? The answer is well a lot of answers. The characters were extremely likable, the jokes were funny, the voice acting was great, the animation was good, and the show overall is just fantastic. Many say it started going down hill after a while I say it is still going strong. The first thing to be said about the show is that I love the characters. There is Bart the 10 year old kid who always gets in trouble at school, Lisa the nice 8 year old kid who gets good grades, Marge the mom of the family, then of course Homer the lovable idiot. Then there are tons of minor characters. Seriously this show has the largest group of characters in one show I have ever seen. My favorite character though is Homer. The runners up are Bart and Lisa. Then we have great voice acting. The voice acting for the show was, and still is top notch stuff. Then there is the nice animation. Throughout the years the animation has gotten better for show although it has still kept a great style to it. Lets compare that to a bad cartoon like ""Johnny Test"". When they changed their animation they changed the style it had, and changed the show from OK to terrible. Then there is the shows great sense of humor. I have gotten a lot of really good laughs out of the show. Each episode is funny, and is really entertaining. ""The Simpsons"" has become an icon in animation that that even the makers of another one of my favorite shows ""South Park"" were inspired by. You can shove as much ""Family Guy"" as you want in my face, but there will be only one ""The Simpsons""","10","31 August 2010"
